T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
398,Kazakhstan,2022,Imports CIF (millions of US dollars),G,,"50,044",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2023,Imports CIF (millions of US dollars),G,,"61,161",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,1995,Exports FOB (millions of US dollars),G,,"5,227",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2005,Exports FOB (millions of US dollars),G,,"27,846",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2010,Exports FOB (millions of US dollars),G,,"57,244",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2015,Exports FOB (millions of US dollars),G,,"45,954",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2021,Exports FOB (millions of US dollars),G,,"60,321",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2022,Exports FOB (millions of US dollars),G,,"84,392",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2023,Exports FOB (millions of US dollars),G,,"78,736",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,1995,Balance imports/exports (millions of US dollars),G,,"1,422",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2005,Balance imports/exports (millions of US dollars),G,,"10,513",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2010,Balance imports/exports (millions of US dollars),G,,"33,220",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2015,Balance imports/exports (millions of US dollars),G,,"15,387",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2021,Balance imports/exports (millions of US dollars),G,,"18,906",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2022,Balance imports/exports (millions of US dollars),G,,"34,348",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2023,Balance imports/exports (millions of US dollars),G,,"17,575",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,1995,Imports CIF (millions of US dollars),G,,"2,818",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2005,Imports CIF (millions of US dollars),G,,"5,846",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2010,Imports CIF (millions of US dollars),G,,"12,093",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2015,Imports CIF (millions of US dollars),G,,"16,058",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2021,Imports CIF (millions of US dollars),G,,"19,594",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2022,Imports CIF (millions of US dollars),G,,"21,101",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2023,Imports CIF (millions of US dollars),G,,"19,565",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,1995,Exports FOB (millions of US dollars),G,,"1,826",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2005,Exports FOB (millions of US dollars),G,,"3,420",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2010,Exports FOB (millions of US dollars),G,,"5,169",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2015,Exports FOB (millions of US dollars),G,,"5,907",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2021,Exports FOB (millions of US dollars),G,,"6,751",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2022,Exports FOB (millions of US dollars),G,,"7,371",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2023,Exports FOB (millions of US dollars),G,,"7,672",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,1995,Balance imports/exports (millions of US dollars),G,,-992,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2005,Balance imports/exports (millions of US dollars),G,,"-2,426",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2010,Balance imports/exports (millions of US dollars),G,,"-6,924",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2015,Balance imports/exports (millions of US dollars),G,,"-10,151",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2021,Balance imports/exports (millions of US dollars),G,,"-12,843",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2022,Balance imports/exports (millions of US dollars),G,,"-13,730",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
404,Kenya,2023,Balance imports/exports (millions of US dollars),G,,"-11,893",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,1995,Imports CIF (millions of US dollars),S,,34,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2005,Imports CIF (millions of US dollars),S,,74,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2010,Imports CIF (millions of US dollars),S,,73,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2015,Imports CIF (millions of US dollars),S,,111,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2021,Imports CIF (millions of US dollars),S,,174,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2022,Imports CIF (millions of US dollars),S,,181,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2023,Imports CIF (millions of US dollars),S,,210,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,1995,Exports FOB (millions of US dollars),S,,7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2005,Exports FOB (millions of US dollars),S,,4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2010,Exports FOB (millions of US dollars),S,,4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2015,Exports FOB (millions of US dollars),S,,10,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2021,Exports FOB (millions of US dollars),S,,9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2022,Exports FOB (millions of US dollars),S,,11,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2023,Exports FOB (millions of US dollars),S,,7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,1995,Balance imports/exports (millions of US dollars),S,,-27,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2005,Balance imports/exports (millions of US dollars),S,,-70,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2010,Balance imports/exports (millions of US dollars),S,,-69,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2015,Balance imports/exports (millions of US dollars),S,,-101,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2021,Balance imports/exports (millions of US dollars),S,,-165,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2022,Balance imports/exports (millions of US dollars),S,,-169,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
296,Kiribati,2023,Balance imports/exports (millions of US dollars),S,,-203,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
414,Kuwait,1995,Imports CIF (millions of US dollars),S,,"7,790",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
414,Kuwait,2005,Imports CIF (millions of US dollars),S,,"15,801",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
414,Kuwait,2010,Imports CIF (millions of US dollars),S,,"22,691",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
414,Kuwait,2015,Imports CIF (millions of US dollars),S,,"30,957",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
414,Kuwait,2021,Imports CIF (millions of US dollars),S,,"31,886",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
